"","X1","sessionId","userid","cond","ip_check","attention_check","senario","decision","comfort","useful","risk","appropriate","expected","id","default","framing","ask.reason","who","what","purpose","collection","page","whof","purposef","collectionf","whatf","cstore","caction"
"711",1238,96,21329,1116,FALSE,0,133830,1,2,3,2,2,2,1238,2,2,1,3,2,2,3,3,"wash","opauto","locreco","cohvac","locally","reco"
"712",1239,96,21329,1116,FALSE,0,133840,0,-3,-3,-3,-3,-3,1239,2,2,0,2,1,1,2,4,"hvac","lochouse","locinsi","corefri","locally","insight"
"713",1240,96,21329,1116,FALSE,0,133850,1,3,3,3,3,3,1240,2,2,0,4,3,0,4,5,"light","preshouse","remopti","cowash","remserv","opti"
"714",1241,96,21329,1116,FALSE,0,133860,0,-3,-2,-3,-3,-3,1241,2,2,0,0,7,1,8,6,"secu","lochouse","remoptishr","coalarm","share","opti"
"715",1242,96,21329,1116,FALSE,0,133870,0,-3,-3,-3,-3,-3,1242,2,2,1,1,8,2,9,7,"refr","opauto","reminsishr","locsens","share","insight"
"716",1243,96,21329,1116,FALSE,0,133880,1,3,3,3,2,2,1243,2,2,0,7,6,3,7,8,"alarm","alert","remserv","cotv","remserv","nothing"
"717",1244,96,21329,1116,FALSE,0,133890,0,-2,-2,-2,-2,-3,1244,2,2,0,3,10,0,11,9,"wash","preshouse","remshr","micro","share","nothing"
"718",1245,96,21329,1116,FALSE,0,133900,0,-2,-3,-3,-3,-3,1245,2,2,0,2,9,3,10,10,"hvac","alert","remrecoshr","cam","share","reco"
"719",1246,96,21329,1116,FALSE,0,133910,1,1,1,2,1,1,1246,2,2,0,5,4,1,5,11,"assis","lochouse","reminsi","colight","remserv","insight"
"720",1247,96,21329,1116,FALSE,0,133920,1,2,3,-1,1,2,1247,2,2,1,0,11,3,0,12,"secu","alert","locally","watch","locally","nothing"
"721",1249,97,76063,956,FALSE,0,114610,0,-2,-2,-2,0,0,1249,2,1,0,0,0,3,5,1,"secu","alert","reminsi","cosecu","remserv","insight"
"722",1250,97,76063,956,FALSE,0,114620,0,0,0,0,0,0,1250,2,1,0,4,8,2,1,2,"light","opauto","locopti","locsens","locally","opti"
"723",1251,97,76063,956,FALSE,0,114630,0,-2,-2,-2,0,0,1251,2,1,1,3,7,1,0,3,"wash","lochouse","locally","coalarm","locally","nothing"
"724",1252,97,76063,956,FALSE,0,114640,0,-2,-2,-2,-2,0,1252,2,1,0,3,3,3,8,4,"wash","alert","remoptishr","cowash","share","opti"
"725",1253,97,76063,956,FALSE,0,114650,0,-2,-2,-2,-2,0,1253,2,1,0,6,6,2,11,5,"tv","opauto","remshr","cotv","share","nothing"
"726",1254,97,76063,956,FALSE,0,114660,0,-2,-2,-2,-2,-2,1254,2,1,0,5,5,1,10,6,"assis","lochouse","remrecoshr","coassis","share","reco"
"727",1255,97,76063,956,FALSE,0,114670,0,-2,-2,-1,-2,0,1255,2,1,1,4,4,0,9,7,"light","preshouse","reminsishr","colight","share","insight"
"728",1256,97,76063,956,FALSE,0,114680,0,-2,-2,-2,-2,-2,1256,2,1,1,6,10,0,3,8,"tv","preshouse","locreco","micro","locally","reco"
"729",1257,97,76063,956,FALSE,0,114690,0,-2,-1,-1,-1,-1,1257,2,1,0,2,2,1,7,9,"hvac","lochouse","remserv","cohvac","remserv","nothing"
"730",1258,97,76063,956,FALSE,0,114700,0,-2,-2,-1,-1,-1,1258,2,1,0,7,11,2,4,10,"alarm","opauto","remopti","watch","remserv","opti"
"731",1259,97,76063,956,FALSE,0,114710,0,-2,-2,-1,-2,-2,1259,2,1,0,5,9,3,2,11,"assis","alert","locinsi","cam","locally","insight"
"732",1260,97,76063,956,FALSE,0,114720,0,-2,-2,-1,-1,-1,1260,2,1,1,1,1,0,6,12,"refr","preshouse","remreco","corefri","remserv","reco"
"733",1262,98,53888,555,FALSE,0,66490,0,-3,-3,-3,-3,3,1262,1,1,0,2,6,2,4,1,"hvac","opauto","remopti","cotv","remserv","opti"
"734",1263,98,53888,555,FALSE,0,66500,0,-3,-3,-3,-3,3,1263,1,1,0,4,8,0,6,2,"light","preshouse","remreco","locsens","remserv","reco"
"735",1264,98,53888,555,FALSE,0,66510,0,-3,-3,-3,-3,3,1264,1,1,0,1,5,0,3,3,"refr","preshouse","locreco","coassis","locally","reco"
"736",1265,98,53888,555,FALSE,0,66520,0,-3,-3,-3,-3,3,1265,1,1,1,1,1,2,11,4,"refr","opauto","remshr","corefri","share","nothing"
"737",1266,98,53888,555,FALSE,0,66530,0,-3,-3,-3,-3,1,1266,1,1,1,0,4,3,2,5,"secu","alert","locinsi","colight","locally","insight"
"738",1267,98,53888,555,FALSE,0,66540,0,-3,-3,-3,-3,3,1267,1,1,0,5,9,1,7,6,"assis","lochouse","remserv","cam","remserv","nothing"
"739",1268,98,53888,555,FALSE,0,66550,0,-3,-3,-3,-3,3,1268,1,1,1,3,7,3,5,7,"wash","alert","reminsi","coalarm","remserv","insight"
"740",1269,98,53888,555,FALSE,0,66560,0,-3,-3,-3,-3,3,1269,1,1,0,7,11,0,9,8,"alarm","preshouse","reminsishr","watch","share","insight"
"741",1270,98,53888,555,FALSE,0,66570,0,-3,-3,-3,-3,-3,1270,1,1,0,7,3,2,1,9,"alarm","opauto","locopti","cowash","locally","opti"
"742",1271,98,53888,555,FALSE,0,66580,1,-3,-3,-3,-3,3,1271,1,1,0,0,0,1,10,10,"secu","lochouse","remrecoshr","cosecu","share","reco"
"743",1272,98,53888,555,FALSE,0,66590,0,-3,-3,-3,-3,3,1272,1,1,1,6,10,3,8,11,"tv","alert","remoptishr","micro","share","opti"
"744",1273,98,53888,555,FALSE,0,66600,0,-3,-3,-3,-3,3,1273,1,1,0,6,2,1,0,12,"tv","lochouse","locally","cohvac","locally","nothing"
"745",1275,99,14835,476,FALSE,0,57010,0,2,0,-2,-2,-2,1275,1,0,0,5,9,2,2,1,"assis","opauto","locinsi","cam","locally","insight"
"746",1276,99,14835,476,FALSE,0,57020,0,-3,0,-2,-2,-2,1276,1,0,1,5,5,0,10,2,"assis","preshouse","remrecoshr","coassis","share","reco"
"747",1277,99,14835,476,FALSE,0,57030,1,2,2,2,2,2,1277,1,0,0,4,4,3,9,3,"light","alert","reminsishr","colight","share","insight"
"748",1278,99,14835,476,FALSE,0,57040,0,-1,2,0,1,0,1278,1,0,1,4,8,1,1,4,"light","lochouse","locopti","locsens","locally","opti"
"749",1279,99,14835,476,FALSE,0,57050,1,1,2,1,2,0,1279,1,0,1,7,11,1,4,5,"alarm","lochouse","remopti","watch","remserv","opti"
"750",1280,99,14835,476,FALSE,0,57060,1,1,1,1,1,0,1280,1,0,0,3,7,0,0,6,"wash","preshouse","locally","coalarm","locally","nothing"
"751",1281,99,14835,476,FALSE,0,57070,0,-2,0,0,0,0,1281,1,0,0,6,10,3,3,7,"tv","alert","locreco","micro","locally","reco"
"752",1282,99,14835,476,FALSE,0,57080,1,2,0,0,2,0,1282,1,0,0,3,3,2,8,8,"wash","opauto","remoptishr","cowash","share","opti"
"753",1283,99,14835,476,FALSE,0,57090,0,-2,-2,-1,-2,-2,1283,1,0,0,6,6,1,11,9,"tv","lochouse","remshr","cotv","share","nothing"
"754",1284,99,14835,476,FALSE,0,57100,1,0,2,-1,1,2,1284,1,0,1,2,2,0,7,10,"hvac","preshouse","remserv","cohvac","remserv","nothing"
"755",1285,99,14835,476,FALSE,0,57110,1,1,1,1,1,1,1285,1,0,0,1,1,3,6,11,"refr","alert","remreco","corefri","remserv","reco"
"756",1286,99,14835,476,FALSE,0,57120,1,0,1,0,0,1,1286,1,0,0,0,0,2,5,12,"secu","opauto","reminsi","cosecu","remserv","insight"
"757",1288,100,72234,816,FALSE,0,97810,0,-1,-1,-1,-2,-2,1288,2,0,0,1,9,0,10,1,"refr","preshouse","remrecoshr","cam","share","reco"
"758",1289,100,72234,816,FALSE,0,97820,0,0,0,2,1,1,1289,2,0,1,2,2,3,3,2,"hvac","alert","locreco","cohvac","locally","reco"
"759",1290,100,72234,816,FALSE,0,97830,1,-1,2,0,0,-2,1290,2,0,0,2,10,1,11,3,"hvac","lochouse","remshr","micro","share","nothing"
"760",1291,100,72234,816,FALSE,0,97840,1,2,3,0,1,0,1291,2,0,1,7,11,0,0,4,"alarm","preshouse","locally","watch","locally","nothing"
"761",1292,100,72234,816,FALSE,0,97850,1,1,2,1,0,0,1292,2,0,0,0,0,1,1,5,"secu","lochouse","locopti","cosecu","locally","opti"
"762",1293,100,72234,816,FALSE,0,97860,0,1,1,3,3,3,1293,2,0,1,5,5,3,6,6,"assis","alert","remreco","coassis","remserv","reco"
"763",1294,100,72234,816,FALSE,0,97870,0,-1,-1,2,1,0,1294,2,0,1,0,8,3,9,7,"secu","alert","reminsishr","locsens","share","insight"
"764",1295,100,72234,816,FALSE,0,97880,0,2,2,2,2,2,1295,2,0,0,1,1,2,2,8,"refr","opauto","locinsi","corefri","locally","insight"
"765",1296,100,72234,816,FALSE,0,97890,0,2,2,2,2,2,1296,2,0,0,6,6,0,7,9,"tv","preshouse","remserv","cotv","remserv","nothing"
"766",1297,100,72234,816,FALSE,0,97900,0,-1,-1,-1,0,0,1297,2,0,0,3,3,1,4,10,"wash","lochouse","remopti","cowash","remserv","opti"
"767",1298,100,72234,816,FALSE,0,97910,0,2,2,2,2,2,1298,2,0,0,7,7,2,8,11,"alarm","opauto","remoptishr","coalarm","share","opti"
"768",1299,100,72234,816,FALSE,0,97920,0,3,3,3,3,3,1299,2,0,0,4,4,2,5,12,"light","opauto","reminsi","colight","remserv","insight"
"769",1314,102,28450,732,FALSE,0,87730,0,2,2,2,2,2,1314,1,2,0,1,8,2,9,1,"refr","opauto","reminsishr","locsens","share","insight"
"770",1315,102,28450,732,FALSE,0,87740,1,2,2,0,2,2,1315,1,2,1,4,3,0,4,2,"light","preshouse","remopti","cowash","remserv","opti"
"771",1316,102,28450,732,FALSE,0,87750,1,2,2,2,2,2,1316,1,2,0,0,7,1,8,3,"secu","lochouse","remoptishr","coalarm","share","opti"
"772",1317,102,28450,732,FALSE,0,87760,1,1,1,1,1,1,1317,1,2,0,3,10,0,11,4,"wash","preshouse","remshr","micro","share","nothing"
"773",1318,102,28450,732,FALSE,0,87770,1,1,0,1,1,1,1318,1,2,1,2,9,3,10,5,"hvac","alert","remrecoshr","cam","share","reco"
"774",1319,102,28450,732,FALSE,0,87780,1,2,2,2,2,2,1319,1,2,0,0,11,3,0,6,"secu","alert","locally","watch","locally","nothing"
"775",1320,102,28450,732,FALSE,0,87790,1,2,2,2,2,2,1320,1,2,0,5,4,1,5,7,"assis","lochouse","reminsi","colight","remserv","insight"
"776",1321,102,28450,732,FALSE,0,87800,1,2,2,2,2,2,1321,1,2,1,1,0,0,1,8,"refr","preshouse","locopti","cosecu","locally","opti"
"777",1322,102,28450,732,FALSE,0,87810,1,2,3,2,2,2,1322,1,2,0,6,5,2,6,9,"tv","opauto","remreco","coassis","remserv","reco"
"778",1323,102,28450,732,FALSE,0,87820,1,2,2,2,2,2,1323,1,2,0,2,1,1,2,10,"hvac","lochouse","locinsi","corefri","locally","insight"
"779",1324,102,28450,732,FALSE,0,87830,1,2,2,0,2,2,1324,1,2,1,7,6,3,7,11,"alarm","alert","remserv","cotv","remserv","nothing"
"780",1325,102,28450,732,FALSE,0,87840,1,2,2,2,2,2,1325,1,2,0,3,2,2,3,12,"wash","opauto","locreco","cohvac","locally","reco"
"781",1327,103,1438,1083,FALSE,0,129850,1,2,2,2,2,2,1327,2,2,0,4,4,1,2,1,"light","lochouse","locinsi","colight","locally","insight"
"782",1328,103,1438,1083,FALSE,0,129860,0,-2,-2,-2,-2,-1,1328,2,2,0,5,1,0,11,2,"assis","preshouse","remshr","corefri","share","nothing"
"783",1329,103,1438,1083,FALSE,0,129870,0,0,0,1,-1,0,1329,2,2,0,7,7,1,5,3,"alarm","lochouse","reminsi","coalarm","remserv","insight"
"784",1330,103,1438,1083,FALSE,0,129880,1,3,3,3,2,3,1330,2,2,1,3,3,0,1,4,"wash","preshouse","locopti","cowash","locally","opti"
"785",1331,103,1438,1083,FALSE,0,129890,1,1,1,0,1,1,1331,2,2,1,1,9,3,7,5,"refr","alert","remserv","cam","remserv","nothing"
"786",1332,103,1438,1083,FALSE,0,129900,1,2,2,2,2,2,1332,2,2,0,2,2,3,0,6,"hvac","alert","locally","cohvac","locally","nothing"
"787",1333,103,1438,1083,FALSE,0,129910,0,0,-1,0,-1,-1,1333,2,2,1,6,6,0,4,7,"tv","preshouse","remopti","cotv","remserv","opti"
"788",1334,103,1438,1083,FALSE,0,129920,0,-3,-3,-3,-3,-3,1334,2,2,0,2,10,1,8,8,"hvac","lochouse","remoptishr","micro","share","opti"
"789",1335,103,1438,1083,FALSE,0,129930,1,1,1,1,0,1,1335,2,2,0,0,8,2,6,9,"secu","opauto","remreco","locsens","remserv","reco"
"790",1336,103,1438,1083,FALSE,0,129940,0,-2,0,-1,-1,0,1336,2,2,0,5,5,2,3,10,"assis","opauto","locreco","coassis","locally","reco"
"791",1337,103,1438,1083,FALSE,0,129950,1,1,1,0,1,1,1337,2,2,1,4,0,3,10,11,"light","alert","remrecoshr","cosecu","share","reco"
"792",1338,103,1438,1083,FALSE,0,129960,1,2,3,2,2,2,1338,2,2,0,3,11,2,9,12,"wash","opauto","reminsishr","watch","share","insight"
"793",1353,105,93510,1109,FALSE,0,132970,0,-2,-2,-2,-2,-3,1353,2,2,0,7,3,0,11,1,"alarm","preshouse","remshr","cowash","share","nothing"
"794",1354,105,93510,1109,FALSE,0,132980,1,1,2,1,2,2,1354,2,2,1,0,8,0,4,2,"secu","preshouse","remopti","locsens","remserv","opti"
"795",1355,105,93510,1109,FALSE,0,132990,1,0,-1,0,-1,-1,1355,2,2,1,5,5,0,1,3,"assis","preshouse","locopti","coassis","locally","opti"
"796",1356,105,93510,1109,FALSE,0,133000,0,0,-3,-1,-1,-2,1356,2,2,0,1,9,1,5,4,"refr","lochouse","reminsi","cam","remserv","insight"
"797",1357,105,93510,1109,FALSE,0,133010,0,-1,1,1,0,1,1357,2,2,1,6,2,3,10,5,"tv","alert","remrecoshr","cohvac","share","reco"
"798",1358,105,93510,1109,FALSE,0,133020,1,2,1,1,1,2,1358,2,2,0,6,6,1,2,6,"tv","lochouse","locinsi","cotv","locally","insight"
"799",1359,105,93510,1109,FALSE,0,133030,1,2,2,1,2,2,1359,2,2,0,7,7,2,3,7,"alarm","opauto","locreco","coalarm","locally","reco"
"800",1360,105,93510,1109,FALSE,0,133040,1,0,1,-1,1,1,1360,2,2,0,4,0,1,8,8,"light","lochouse","remoptishr","cosecu","share","opti"
"801",1361,105,93510,1109,FALSE,0,133050,1,1,1,-1,1,1,1361,2,2,0,5,1,2,9,9,"assis","opauto","reminsishr","corefri","share","insight"
"802",1362,105,93510,1109,FALSE,0,133060,1,1,1,2,2,2,1362,2,2,0,4,4,3,0,10,"light","alert","locally","colight","locally","nothing"
"803",1363,105,93510,1109,FALSE,0,133070,0,1,1,1,2,2,1363,2,2,0,2,10,2,6,11,"hvac","opauto","remreco","micro","remserv","reco"
"804",1364,105,93510,1109,FALSE,0,133080,1,2,2,1,2,2,1364,2,2,1,3,11,3,7,12,"wash","alert","remserv","watch","remserv","nothing"
"805",1366,106,34871,193,FALSE,0,23050,1,2,1,-1,2,2,1366,0,1,0,1,1,3,1,1,"refr","alert","locopti","corefri","locally","opti"
"806",1367,106,34871,193,FALSE,0,23060,0,-3,1,-3,-3,1,1367,0,1,1,1,9,1,9,2,"refr","lochouse","reminsishr","cam","share","insight"
"807",1368,106,34871,193,FALSE,0,23070,0,-3,-3,-3,-3,2,1368,0,1,1,6,6,1,6,3,"tv","lochouse","remreco","cotv","remserv","reco"
"808",1369,106,34871,193,FALSE,0,23080,1,2,3,1,2,2,1369,0,1,1,0,0,2,0,4,"secu","opauto","locally","cosecu","locally","nothing"
"809",1370,106,34871,193,FALSE,0,23090,1,-1,2,-1,1,2,1370,0,1,0,7,7,2,7,5,"alarm","opauto","remserv","coalarm","remserv","nothing"
"810",1371,106,34871,193,FALSE,0,23100,1,-1,2,-1,1,2,1371,0,1,0,5,5,0,5,6,"assis","preshouse","reminsi","coassis","remserv","insight"
"811",1372,106,34871,193,FALSE,0,23110,1,2,3,2,2,2,1372,0,1,0,2,2,0,2,7,"hvac","preshouse","locinsi","cohvac","locally","insight"
"812",1373,106,34871,193,FALSE,0,23120,1,1,1,-1,1,1,1373,0,1,0,4,4,3,4,8,"light","alert","remopti","colight","remserv","opti"
"813",1374,106,34871,193,FALSE,0,23130,0,-3,2,-3,-3,2,1374,0,1,0,0,8,0,8,9,"secu","preshouse","remoptishr","locsens","share","opti"
"814",1375,106,34871,193,FALSE,0,23140,0,-3,2,-3,-1,2,1375,0,1,0,3,11,3,11,10,"wash","alert","remshr","watch","share","nothing"
"815",1376,106,34871,193,FALSE,0,23150,0,-3,1,-3,-2,2,1376,0,1,0,2,10,2,10,11,"hvac","opauto","remrecoshr","micro","share","reco"
"816",1377,106,34871,193,FALSE,0,23160,0,-1,-2,2,-2,1,1377,0,1,1,3,3,1,3,12,"wash","lochouse","locreco","cowash","locally","reco"
"817",1379,107,92683,394,FALSE,1,47170,1,3,3,-1,1,-1,1379,1,0,0,2,3,3,6,1,"hvac","alert","remreco","cowash","remserv","reco"
"818",1380,107,92683,394,FALSE,1,47180,1,2,2,-1,1,1,1380,1,0,0,7,0,3,3,2,"alarm","alert","locreco","cosecu","locally","reco"
"819",1381,107,92683,394,FALSE,1,47190,1,2,1,1,2,1,1381,1,0,1,0,1,1,4,3,"secu","lochouse","remopti","corefri","remserv","opti"
"820",1382,107,92683,394,FALSE,1,47200,1,2,2,1,1,1,1382,1,0,0,6,11,2,2,4,"tv","opauto","locinsi","watch","locally","insight"
"821",1383,107,92683,394,FALSE,1,47210,1,2,1,1,0,-1,1383,1,0,0,1,2,2,5,5,"refr","opauto","reminsi","cohvac","remserv","insight"
"822",1384,107,92683,394,FALSE,1,47220,0,-3,1,-3,1,-2,1384,1,0,0,5,6,3,9,6,"assis","alert","reminsishr","cotv","share","insight"
"823",1385,107,92683,394,FALSE,1,47230,1,2,2,1,2,1,1385,1,0,1,5,10,1,1,7,"assis","lochouse","locopti","micro","locally","opti"
"824",1386,107,92683,394,FALSE,1,47240,0,-1,-1,-2,-1,-1,1386,1,0,0,7,8,1,11,8,"alarm","lochouse","remshr","locsens","share","nothing"
"825",1387,107,92683,394,FALSE,1,47250,1,1,1,-1,1,-1,1387,1,0,0,4,5,2,8,9,"light","opauto","remoptishr","coassis","share","opti"
"826",1388,107,92683,394,FALSE,1,47260,0,1,1,-2,1,-1,1388,1,0,1,6,7,0,10,10,"tv","preshouse","remrecoshr","coalarm","share","reco"
"827",1389,107,92683,394,FALSE,1,47270,1,2,2,1,1,1,1389,1,0,0,4,9,0,0,11,"light","preshouse","locally","cam","locally","nothing"
"828",1390,107,92683,394,FALSE,1,47280,1,2,2,1,1,-1,1390,1,0,1,3,4,0,7,12,"wash","preshouse","remserv","colight","remserv","nothing"
"829",1392,108,61814,1040,FALSE,5,124690,1,2,2,2,2,2,1392,2,2,1,5,10,1,3,1,"assis","lochouse","locreco","micro","locally","reco"
"830",1393,108,61814,1040,FALSE,5,124700,0,-2,-3,-2,-2,-2,1393,2,2,0,4,5,2,10,2,"light","opauto","remrecoshr","coassis","share","reco"
"831",1394,108,61814,1040,FALSE,5,124710,0,-3,-3,-3,-3,-3,1394,2,2,0,2,3,0,8,3,"hvac","preshouse","remoptishr","cowash","share","opti"
"832",1395,108,61814,1040,FALSE,5,124720,1,2,3,3,2,2,1395,2,2,1,2,7,2,0,4,"hvac","opauto","locally","coalarm","locally","nothing"
"833",1396,108,61814,1040,FALSE,5,124730,1,2,2,3,3,2,1396,2,2,0,3,8,3,1,5,"wash","alert","locopti","locsens","locally","opti"
"834",1397,108,61814,1040,FALSE,5,124740,0,3,3,3,3,3,1397,2,2,0,4,9,0,2,6,"light","preshouse","locinsi","cam","locally","insight"
"835",1398,108,61814,1040,FALSE,5,124750,0,1,2,2,2,1,1398,2,2,0,1,2,2,7,7,"refr","opauto","remserv","cohvac","remserv","nothing"
"836",1399,108,61814,1040,FALSE,5,124760,0,-1,-2,-2,-2,-2,1399,2,2,1,3,4,1,9,8,"wash","lochouse","reminsishr","colight","share","insight"
"837",1400,108,61814,1040,FALSE,5,124770,1,2,2,3,2,2,1400,2,2,0,7,0,0,5,9,"alarm","preshouse","reminsi","cosecu","remserv","insight"
"838",1401,108,61814,1040,FALSE,5,124780,1,2,3,2,2,2,1401,2,2,0,6,11,3,4,10,"tv","alert","remopti","watch","remserv","opti"
"839",1402,108,61814,1040,FALSE,5,124790,1,2,2,2,2,2,1402,2,2,1,0,1,1,6,11,"secu","lochouse","remreco","corefri","remserv","reco"
"840",1403,108,61814,1040,FALSE,5,124800,1,-2,-3,-2,-2,-3,1403,2,2,0,5,6,3,11,12,"assis","alert","remshr","cotv","share","nothing"
"841",1405,109,43696,881,FALSE,0,105610,1,2,2,0,2,1,1405,2,0,0,2,1,0,9,1,"hvac","preshouse","reminsishr","corefri","share","insight"
"842",1406,109,43696,881,FALSE,0,105620,1,2,2,3,3,0,1406,2,0,0,7,10,0,6,2,"alarm","preshouse","remreco","micro","remserv","reco"
"843",1407,109,43696,881,FALSE,0,105630,1,3,3,3,3,0,1407,2,0,0,1,0,3,8,3,"refr","alert","remoptishr","cosecu","share","opti"
"844",1408,109,43696,881,FALSE,0,105640,0,0,-3,0,0,0,1408,2,0,0,3,6,3,2,4,"wash","alert","locinsi","cotv","locally","insight"
"845",1409,109,43696,881,FALSE,0,105650,0,0,-3,0,0,0,1409,2,0,1,3,2,1,10,5,"wash","lochouse","remrecoshr","cohvac","share","reco"
"846",1410,109,43696,881,FALSE,0,105660,1,3,3,3,3,3,1410,2,0,1,0,11,1,7,6,"secu","lochouse","remserv","watch","remserv","nothing"
"847",1411,109,43696,881,FALSE,0,105670,1,3,3,3,3,3,1411,2,0,1,2,5,2,1,7,"hvac","opauto","locopti","coassis","locally","opti"
"848",1412,109,43696,881,FALSE,0,105680,1,3,2,2,2,3,1412,2,0,0,4,7,0,3,8,"light","preshouse","locreco","coalarm","locally","reco"
"849",1413,109,43696,881,FALSE,0,105690,0,0,-2,0,0,-1,1413,2,0,0,1,4,1,0,9,"refr","lochouse","locally","colight","locally","nothing"
"850",1414,109,43696,881,FALSE,0,105700,1,3,2,1,2,-1,1414,2,0,0,6,9,3,5,10,"tv","alert","reminsi","cam","remserv","insight"
"851",1415,109,43696,881,FALSE,0,105710,1,3,3,2,3,2,1415,2,0,1,5,8,2,4,11,"assis","opauto","remopti","locsens","remserv","opti"
"852",1416,109,43696,881,FALSE,0,105720,0,0,-2,0,0,-1,1416,2,0,0,4,3,2,11,12,"light","opauto","remshr","cowash","share","nothing"
"853",1418,110,24990,745,FALSE,0,89290,0,-3,-3,-2,-2,-2,1418,1,2,0,6,0,3,0,1,"tv","alert","locally","cosecu","locally","nothing"
"854",1419,110,24990,745,FALSE,0,89300,0,-3,-3,-3,-3,0,1419,1,2,0,7,9,2,9,2,"alarm","opauto","reminsishr","cam","share","insight"
"855",1420,110,24990,745,FALSE,0,89310,0,-3,-3,-3,-3,0,1420,1,2,0,5,7,3,7,3,"assis","alert","remserv","coalarm","remserv","nothing"
"856",1421,110,24990,745,FALSE,0,89320,0,-3,-3,-2,-2,0,1421,1,2,0,2,4,0,4,4,"hvac","preshouse","remopti","colight","remserv","opti"
"857",1422,110,24990,745,FALSE,0,89330,0,-3,-3,-3,-3,-2,1422,1,2,1,3,5,1,5,5,"wash","lochouse","reminsi","coassis","remserv","insight"
"858",1423,110,24990,745,FALSE,0,89340,0,-1,-3,0,-2,-2,1423,1,2,0,1,3,2,3,6,"refr","opauto","locreco","cowash","locally","reco"
"859",1424,110,24990,745,FALSE,0,89350,0,-3,-2,-2,-2,-2,1424,1,2,1,0,2,1,2,7,"secu","lochouse","locinsi","cohvac","locally","insight"
"860",1425,110,24990,745,FALSE,0,89360,0,-2,-2,0,-1,0,1425,1,2,0,7,1,0,1,8,"alarm","preshouse","locopti","corefri","locally","opti"
"861",1426,110,24990,745,FALSE,0,89370,0,-3,-3,-3,-3,-3,1426,1,2,0,4,6,2,6,9,"light","opauto","remreco","cotv","remserv","reco"
"862",1427,110,24990,745,FALSE,0,89380,0,-3,-3,-3,-3,-3,1427,1,2,0,0,10,3,10,10,"secu","alert","remrecoshr","micro","share","reco"
"863",1428,110,24990,745,FALSE,0,89390,0,-3,-3,-3,-3,-3,1428,1,2,1,6,8,1,8,11,"tv","lochouse","remoptishr","locsens","share","opti"
"864",1429,110,24990,745,FALSE,0,89400,0,-3,-3,-3,-3,-3,1429,1,2,1,1,11,0,11,12,"refr","preshouse","remshr","watch","share","nothing"
"865",1431,111,32267,343,FALSE,0,41050,1,3,3,3,3,3,1431,0,2,0,5,7,0,1,1,"assis","preshouse","locopti","coalarm","locally","opti"
"866",1432,111,32267,343,FALSE,0,41060,1,3,3,1,3,1,1432,0,2,1,7,9,2,3,2,"alarm","opauto","locreco","cam","locally","reco"
"867",1433,111,32267,343,FALSE,0,41070,0,-3,-2,-1,-3,2,1433,0,2,1,2,0,2,6,3,"hvac","opauto","remreco","cosecu","remserv","reco"
"868",1434,111,32267,343,FALSE,0,41080,0,-3,1,-2,-3,1,1434,0,2,0,4,2,1,8,4,"light","lochouse","remoptishr","cohvac","share","opti"
"869",1435,111,32267,343,FALSE,0,41090,0,-2,2,-1,-2,-1,1435,0,2,1,5,3,2,9,5,"assis","opauto","reminsishr","cowash","share","insight"
"870",1436,111,32267,343,FALSE,0,41100,0,-3,-1,-2,-3,-1,1436,0,2,0,7,5,0,11,6,"alarm","preshouse","remshr","coassis","share","nothing"
"871",1437,111,32267,343,FALSE,0,41110,1,3,3,2,2,3,1437,0,2,0,3,1,3,7,7,"wash","alert","remserv","corefri","remserv","nothing"
"872",1438,111,32267,343,FALSE,0,41120,0,-3,-3,-2,-3,1,1438,0,2,0,6,4,3,10,8,"tv","alert","remrecoshr","colight","share","reco"
"873",1439,111,32267,343,FALSE,0,41130,1,3,3,3,3,3,1439,0,2,0,6,8,1,2,9,"tv","lochouse","locinsi","locsens","locally","insight"
"874",1440,111,32267,343,FALSE,0,41140,1,3,3,3,3,3,1440,0,2,1,4,6,3,0,10,"light","alert","locally","cotv","locally","nothing"
"875",1441,111,32267,343,FALSE,0,41150,0,-1,2,-2,-3,-1,1441,0,2,0,0,10,0,4,11,"secu","preshouse","remopti","micro","remserv","opti"
"876",1442,111,32267,343,FALSE,0,41160,1,2,1,1,2,1,1442,0,2,0,1,11,1,5,12,"refr","lochouse","reminsi","watch","remserv","insight"
"877",1457,113,83878,681,FALSE,0,81610,0,-3,-3,-3,-3,3,1457,1,2,1,0,4,1,8,1,"secu","lochouse","remoptishr","colight","share","opti"
"878",1458,113,83878,681,FALSE,0,81620,0,-3,-3,-3,-3,3,1458,1,2,0,3,11,2,3,2,"wash","opauto","locreco","watch","locally","reco"
"879",1459,113,83878,681,FALSE,0,81630,1,-3,-3,-3,-3,3,1459,1,2,1,2,10,1,2,3,"hvac","lochouse","locinsi","micro","locally","insight"
"880",1460,113,83878,681,FALSE,0,81640,1,0,1,1,1,0,1460,1,2,1,5,1,1,5,4,"assis","lochouse","reminsi","corefri","remserv","insight"
"881",1461,113,83878,681,FALSE,0,81650,1,-3,-3,-3,-3,1,1461,1,2,1,3,7,0,11,5,"wash","preshouse","remshr","coalarm","share","nothing"
"882",1462,113,83878,681,FALSE,0,81660,0,-3,-3,-3,3,2,1462,1,2,0,1,9,0,1,6,"refr","preshouse","locopti","cam","locally","opti"
